Owner ,Include,Startup Name,Description,Website,Financial Instrument,Customer,Consolidated Tag,Tag,Objective,Maturity (new),Funded,Funding Round,Funding amount ($),Country,Founded Year,Employees,Complete,Hero,Year Score (0.4),Funding Score (0.6),Employee Score (0),Total Score,Maturity,0.4,0.6,0,Text to no.conversion,,,Consolidated Customer,API Integration,Financial/Non-Financial
,FALSE,Elope,Elope is a savings management app. Users can set saving goals on the platform. They can categorize their saving goals and add custom images. The company has integrated with Amazon.com to help users directly purchase products for their completed goals.,getelope.com,,,#N/A,,Savings management app,,,Deadpooled,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,SmartyPig,"SmartyPig is an online platform that helps individuals save and meet their goals. The platform offers a service for people to set their saving goal by entering details such as amount to be saved, purpose for saving, deadline, and more. SmartyPig then automatically starts periodic withdrawals of a portion of the saving amount until the target is met. The portal also offers interest rates on the money taken from periodic withdrawals. Funds in the SmartyPig accounts are deposited with BBVA Compass. BBVA Compass is a trade name of Compass Bank, Member FDIC",smartypig.com,,,#N/A,,A saving platform for individuals.,,,Unfunded,,USA,2007,,,,,,,,,,,,,,,#N/A,,
,FALSE,PeerSaving,"PeerSaving is a collaborative community where people save money together.  People join and create a group where everyone gets a savings arrangement.  Each member puts an equal amount of money for a period of time (week/month/year) and after that time is up, one person in the group gets all that money.  Everybody keeps doing this until all group members get their turn and receive the full lump sum.",peersaving.com,,,#N/A,,Savings platform for a group,,,Deadpooled,,USA,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Sipora,"Sipora is a round-up app. Allows users to round up everyday transactions to the nearest $1, $2 or $5. Users need to link their bank account to the app to make payments. Users can use the app to browse and purchase products using the saved round ups. Available on Android and iOS platforms.",sipora.com.au,,,#N/A,,App-based spare change spending solution,,,Unfunded,,Australia,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Pixi,Pixi is a savings and investment management platform. It automatically assists users to save fixed amounts of money on credit cards. It provides tools to round off purchase amounts and help in managing savings.,pixipensia.co.il,,,#N/A,,Savings and investment management platform,,,Unfunded,,Israel,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,ICanSave App,"iCansave App provides a platform for goal-based savings management. It manages the saving account for future goals. It enables users to make saving deposits through credit cards, debit cards, or any other payment method.",icansaveapp.com,,,#N/A,,Goal-based saving platform,,,Unfunded,,Philippines,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Airsave,"Airsave is a financial technology company that provides a secure digital financial technological solution to serve the unbanked, sacco groups and banks using a mobile phone as a solution in communities across Uganda in partnership with Telecoms. The service can be accessed  by the Unbanked using any type of a mobile phone without using internet anywhere in Uganda by just dialing *270*30# either on Airtel network or MTN network and access Airsave platform.",airsaveuganda.com,,,#N/A,,A digital mobile saving platform,,,Unfunded,,Uganda,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,BankRoll,BankRoll is a micro-savings app. Users to have sync the financial account to the platform and set a financial goal. The app adds a percentage of the daily spendings of the user to the savings account. The platform is currently in private beta. App is available for iOS platform.,bankroll.fund,,,#N/A,,Automated savings app,,,Deadpooled,,,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mylo,"Mylo is an app that allows users to link their bank accounts to it, and allows Mylo to track and analyse spending behaviors and help in saving by setting goals, rounding up purchases etc.",mylo.me,,,#N/A,,Automated app to learn spending behavior and help in saving.,,,Deadpooled,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Bigmo,,bigmo.app,,,#N/A,,Savings and investment platform,,,Unfunded,,United Kingdom,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Partnerhand,"Partnerhand is a UK-based social lending platform that enables individuals to save and borrow interest free loans using their social network contacts. As of July 2016, it is in stealth mode.",partnerhand.com,,,#N/A,,P2P lending platform for interest free laons.,,,Unfunded,,United Kingdom,2010,,,,,,,,,,,,,,,#N/A,,
,FALSE,The Time Key Money Box,"The Time Key Money Box is a personal savings device which lets users save money in the piggy bank-like device. The device comes with a locking mechanism which does not let users access the savings till the target is reached, with no override facility. The device comes with its companion mobile app allowing users to set targets and track progress.",thetimekey.co.uk,,,#N/A,,Goal-based savings device with companion mobile application,,,Deadpooled,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,ChangeUp,ChangeUp provides a savings management app and a device for savings called ChangeUp Piggy. The app connects to the ChangeUp device via Bluetooth and counts the coins in real time to provide information about savings amount. The app is available for iOS and Android platforms,changeup.la,,,#N/A,,Savings management app,,,Unfunded,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Sparesum,Sparesum is developing an automated savings solution. Claims to use smart saving & financial strategies designed to meet the user's goals.,sparesum.com,,,#N/A,,Automated savings solution,,,Deadpooled,,India,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Scred,"Scred is a service for managing money for groups of people. With it you can track income, profit, debt, revenues and shared expenses between the members of a group. Used by e.g. flatmates, travellers, bands, hobby groups, mini-businesses, amateur film creators and artists.  Scred provides full support for multiple currencies and their exchange rates, so transactions can be presented in any currency and then viewed in the pool default currency or the user currency. Additionally Scred offers an offline Java-based version for mobile phones which can synchronise with the main website.  Scred MiniCorps (currently in beta) can be used for the groups to actually make business online, anywhere in the world, at the click of a button. MiniCorps can sell items online and have revenue automatically accounted by the Scred system. Profit/loss calculations are made. Everyone in the group can clearly see what the situation is and know how well their group is doing.  Scred was selected as a “Best Bootstrapped Startup” in Seedcamp Week 2008.",scred.com,,,#N/A,,Group Accounting and Money Mgmt.,,,Deadpooled,,Finland,2008,,,,,,,,,,,,,,,#N/A,,
,FALSE,WiiQare,,wiiqare.com,,,#N/A,,Payment solutions for healthcare industries,,,Unfunded,,,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Bankit,"Bankit is an automatic spare change investment application. The mobile app can be linked with payment cards and accounts, where in  the regular expenses amount are rounded up and invested into various portfolios. It charges 0.25% per year.",bankit.co,,,#N/A,,Automatic spare change investment.,,,Unfunded,,United Kingdom,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Earmark App,"Earmark aims to help people spend their money on things that really matter by cutting out unnecessary purchases. The app allows individuals to plan their purchases in advance, therefore the name ""Earmark"", thus helping to maintain a budget. The app also has social media integrated as a feature, thereby allowing a users' friends to view their earmarks and leave comments.",ermrk.it,,,#N/A,,Personal finance management app for earmarking future purchases,,,Deadpooled,,USA,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Finism,"Finism is a mobile-first personal finance management platform for budgeting and savings of day-to-day expenditure. As of Nov. 2016, the company is bootstrapped with a planned launch by Q1 2017.",finism.com,,,#N/A,,Mobile first personal finance platform.,,,Deadpooled,,USA,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Dreaminizer,"Dreaminizer is a goal-based savings planning app. Users can add their goals and create a strategy to achieve the goal on the app. Markets itself as a vision board, task manager, financial goals tracker, shopping planner, and currency calculator.",dreaminizer.com,,,#N/A,,Goal-based savings planning app,,,Unfunded,,Russia,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,My Four Weeks,My Four Weeks is a mobile-based employer leveraging saving app to fulfill personal goals. The user can set personal goals like an yearly holiday and let the employer deposit a part of the salary to the My Four Week account.,myfourweeks.com.au,,,#N/A,,Mobile savings app for personal goals.,,,Deadpooled,,Australia,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Heidi,Heidi is a personal money saving assistant that analyses bank account and suggests money to save every few days.,heidimoney.com,,,#N/A,,Personal money saving assistant.,,,Deadpooled,,United Kingdom,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Folio App,"Folio App is an automated savings app that allows consumers to save for their pre-set goals by direct debiting a set amount from their bank account. Consumers link their payment cards, set a goal with timeline and amount while Folio automatically debits money from the account and stores in a segregated account with Barclays.",folioapp.io,,,#N/A,,Automated savings app.,,,Unfunded,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,SIBKaro,"SIBKaro is a social circle-based P2P lending platform through which users can avail short term loans. Users can create a group and contribute an amount in the group on a monthly basis. Any group member can big for the pooled amount. As of July 2017, the company has not launched its platform.",sibkaro.com,,,#N/A,,Social circle-based P2P lending platform,,,Unfunded,,India,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Kualto,"Kualto provides budgeting and forecasting software for individuals. It features solutions for tracking bills, expense management, and cash flow management. It is available on a monthly subscription basis.",kualto.com,,,#N/A,,Budget & forecasting solutions,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Coin Up,Coin Up is a mobile app that rounds up everyday credit/debit card transactions and donates the “spare change” to charity each month. Provides a list of nonprofit partners from which one or more charities can be chosen for donating. Users can set a monthly goal which is never exceeded. Impact of donations can be tracked by a “monthly snapshot”. Users also receive an annual tax donation receipt.,coinupapp.com,,,#N/A,,Spare change donation app,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Chrip,Chrip is a mobile first micro savings company. Chrip is an app and financial engine that enables people to effortlessly save their spare change from everyday purchases to help them finance their next trip. Chrip allows people to save money when they spend money.,chrip.co,,,#N/A,,Savings platform for spare change,,,Deadpooled,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Steuerbot,"Steuerbot is an online platform for tax returns. Users answer questions in Steuerbot Chat and it helps users with their tax return. Based on the answers, the tax receipt generates the ELSTER tax return. Users can forward tax return directly to the tax office and receive the tax assessment and refund. The app is available for iOS and Android platforms.",steuerbot.com,,,#N/A,,Online platform for tax returns,,,Unfunded,,Germany,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Reserver,Reserver is an AI-enabled savings app. The app uses AI to determine the right amount users can save. The company's algorithms suggest investment instruments based on users choices and behavior. Users can also track their savings and expenses through the app.,reservar.io,,,#N/A,,AI-enabled savings app,,,Unfunded,,India,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Dropinvest,"DropInvest helps people invest small amounts. The source of investment can be from spare change round-ups, cashbacks through e-commerce shopping and recurrent deposits. Every time a user swipe their credit or debit card, DropInvest round-ups the spare change. Customer can also save money while they are shopping online. The saved amount is invested in portfolio through their automated investing platform.",dropinvest.com.br,,,#N/A,,Micro investment app.,,,Deadpooled,,Brazil,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,SAVR,"Savr is an online monthly money-saving service.The company encourages the consumers to save money monthly in their fund. Users need to decide how much they want to save every month, and then sign using Bank ID to start saving. The money can be withdrawn fully or partially at any time. Has provided average annual returns of 10% since inception in 2004. Charges an administration fees of 1.75%.",savr.com,,,#N/A,,Online monthly money saving service,,,Unfunded,,Sweden,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,EverySpend,"EverySpend is a social digital bank for consumers to save money through their expenditure at merchant locations. A user needs to download the app and register via Facebook; creating a social network. EverySpend adds additional savings to account, that are proportional to the number of friends in your network. EverySpend provides a smart card that has all details of the savings, a user can choose the amount on the card, and spend at merchant locations. EverySpend also provides credit amount without any interest, while EverySpend pulls money from extra savings to pay itself back.",everyspend.com,,,#N/A,,Direct savings based on social networking contacts.,,,Deadpooled,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Up,Up is an automated savings app. Users get a government guaranteed bank account with a debit card. It automatically tracks the expenses and income of the user. It automatically saves the spare change for each transaction. Users can set multiple savings goals on the platform,up.com.au,,,#N/A,,Automated savings app,,,Unfunded,,Australia,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Dindaro,"Dindaro is an app-based cryptocurrency wallet for spare change. Allows users to transform small coins into large sums of digital money. With every cash payment, users can receive the change digitally. Allows users to pay in stores and exchange money. Available on Android and iOS platform",dindaro.com,,,#N/A,,App-based cryptocurrency wallet for spare change,,,Unfunded,,Italy,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Community Saving Platform,"Communal Savings is a community savings platform. Users can create a community for achieving financial goals, invite members to the community and set terms and conditions for members. Each week or month, community members have to make a payment via Paypal to the person whose turn it is to receive the funds.  After the completion of  monthly/weekly cycles, the community profile closes automatically.",communalsavings.com,,,#N/A,,Community saving platform,,,Deadpooled,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,PlanVision,"PlanVision is a provider of retirement planning services offered through employers. They help employees to generate a personalized plan, utilizing Finance Logix financial planning software, review and finalize it, and adapt the plan in case of a change in financial circumstances. The rates vary by the employer and the employer base.",planvisionmn.com,,,#N/A,,Retirement planning services,,,Unfunded,,USA,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mintago,"Mintago is an employer enabled savings and investment management platform. It provides tools to guide, educate, recommend savings and financial plans to employees. Assists in setting funds aside from salaries & wages for savings. Offers end-to-end support to employers in dealing with financial stress.",mintago.com,,,#N/A,,Employer-enabled savings platform,,,Unfunded,,United Kingdom,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,MoneyUp,"MoneyUp is a budgeting and goal-based savings app. The app maps user's spending pattern, keeps a track income/expenses and offers investment advice accordingly. Users can execute the investment and monitor the goal progress through the platform.",moneyup.in,,,#N/A,,Budgeting and goal-based savings app,,,Unfunded,,India,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Duvi,"Duvi is a platform which helps its users manage their pension funds. Collects all the savings from previous employers in a single Duvi retirement account, which helps users gain an overview of their projected retirement situation. Thereafter, Duvi manages the users' money until they retire and tries to get a good return on investments. Offers both long-term and short-term investment options to its customers. Charges an administrative fee of 120 SEK/year and 0.5% as management fees.",duvi.no,,,#N/A,,Platform for managing pension accounts,,,Unfunded,,Norway,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Care.com Money,Care.com Money offers a personal financial management app and a prepaid MasterCard. Allows users to set budget and savings goals. Provides a real-time view of the expenses. The app automatically suggests budgets based on the user's spending. The app is available for iOS and Android platforms.,caremoney.us,,,#N/A,,Personal financial management app,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Banky.fr,Banky is a savings management app. Users have to link their bank accounts with the platform. They can choose a daily amount to save. The app automatically adds the chosen amount to Banky amount.,banky.fr,,,#N/A,,Savings management app,,,Unfunded,,France,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,FastsSusu,FastSusu provides an app-based saving platform for a group of people. It helps in managing and rotating savings. It offers tools for managing payment and tracking financial goals.,fastsusu.com,,,#N/A,,Group saving platform,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Tripcents,Tripcents is a saving app for travellers. Users have to link their bank account to the platform. The app rounds up the transactions and automatically transfers the money to the travel fund. Travellers automatically receive the flight & hotel budget. They can also invite friends to follow and save along-side their planned trips and receive personalized trip recommendations for travel bookings.,tripcents.co,,,#N/A,,Saving app for travellers,,,Unfunded,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Peseva,"Peseva offers a payment solution for small merchants to initiate digital payments. Products include BHIM UPI QR Code which can be displayed at the store or carried by the delivery boy to collect payments from customers; Aadhaar Banking enabling retailers to provide basic banking functions such as cash withdrawal, balance inquiry and earn money as commission; customized, collateral-free business loan; SMS Payment Link to collect payment by sending a link to the customer via SMS, who can make an online payment by clicking on the link via Credit/Debit Cards, UPI, Wallet; and integrated Payment solution through APIs - POS integration facilitating payments with reconciliation with amount or other unique identifiers.",peseva.com,,,#N/A,,Mobile payment gateway provider,,,Unfunded,,India,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Monkee,"Monkee App is a savings management solution. Users can set a savings goal on the platform. They can share their goals with family and friends, or save for a gift. The platform works with the user's existing bank account.",monkee.rocks,,,#N/A,,Savings management solution,,,Unfunded,,Austria,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Chillur,"Chillur is a spare change investment platform. Users have to link their bank accounts with the platform. It automatically invests the spare change in a crypto portfolio, everytime a transaction is made by the user.",chillur.com.au,,,#N/A,,Spare change investment paltform,,,Unfunded,,Australia,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Wishbase,"Wishbase is an online platform that allows friends, family, colleagues to fund for one's wish (birthday, products, soccer game etc.)",wishbase.com,,,#N/A,,Online Platform to fund one's wish,,,Unfunded,,Germany,2011,,,,,,,,,,,,,,,#N/A,,
,FALSE,SQRL,,sqrl.me,,,#N/A,,Platform for micro saving & physical well being,,,Unfunded,,USA,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,CHEERFUL GIVING,Cheerful Giving is a spare change donation app. Users can link their card or bank account to the platform. It automatically rounds up the user's purchases to the nearest dollar and sends the difference to the nonprofit of the user's choice. The app is available for iOS and Android platform.,cheerfulgiving.com,,,#N/A,,Spare change donation app,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Dinaru,Ahorro.NET offers an online platform to manage expenses and encourage savings for its users. Also offers various tips to enable its users to manage expenses better and save faster.,dinaru.com,,,#N/A,,Financial management and savings platform,,,Deadpooled,,Spain,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Hesap Plus,"Hesap Plus is an interest-based savings account provider. Its customers qualify for a lucky draw once they load a minimum amount in their app. As of March 2017, it is still in stealth mode.",hesapplus.com,,,#N/A,,Interest-based savings app,,,Deadpooled,,Turkey,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,eStokvel,eStokvel is a savings management platform. The platform supports both individual and club savings accounts.,estokvel.org,,,#N/A,,Savings management platform,,,Unfunded,,South Africa,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,MyPiggy,"MyPiggy is a savings management platform for children and parents. Together with children, parents can set savings goals. They can check balance and progress towards the savings goal. The app connects with the user's bank account. Parents can reward children for completing household tasks.",mypiggy.de,,,#N/A,,Savings management platform for children & parents,,,Unfunded,,Germany,,,,,,,,,,,,,,,,#N/A,,
,FALSE,Moneycado,"Moneycado provides app based expense management platform for group holidays and travelers. It enables users to link app with the bank account. It helps in splitting expenses, budgeting, expense aggregation, and more. The app is avaialble for IOS platforms.",moneycado.io,,,#N/A,,Account-linked expense aggregation platform,,,Unfunded,,United Kingdom,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,riseup,"Riseup offers savings and investment management solutions to users. It provides tools to assist users in financially planning for children's education. Offers solutions to automate cash flows, access bank accounts and other details of the user.",riseup.co.il,,,#N/A,,Savings platform for planning children's education,,,Unfunded,,Israel,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Sqirl,"Sqirl is a savings management app. Users can set savings goals on the platform. The platform rounds up the user's purchases to the nearest Euro. When the sum reaches 9 euros, it is automatically credited to the user's savings project.",sqirl.fr,,,#N/A,,Savings management app,,,Deadpooled,,France,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,Stash,"Stash is an automated savings platform. Users can activate a savings plan with their debit/credit card on the platform for N100 registration fee. Allows users to save daily, weekly, monthly or casually. The app is available for iOS and Android platforms.",stash.ng,,,#N/A,,Automated savings platform,,,Unfunded,,Nigeria,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Save and Buy Nigeria,"Save and Buy is an online savings platform that provides you with a convenient, fun and secure way to save towards the products you love from online merchants and also for goals like rent, wedding etc. Select a goal and add timeline /installments to finish the goals. Get alerts and reminders to stay on track. All money is held within Stanbic IBTC Bank until it is withdrawn by you via Save and Buy, or used to purchase a product that you are saving towards. You can also invite your friends to support/contribute towards your goal. There is option to drop the existing goal and move your money towards a new goal. Save and Buy is totally free for users. They act as a catalyst to increase conversion rates for online spending in Africa.",saveandbuy.com.ng,,,#N/A,,Debt-free way to plan and pay for online purchases.,,,Deadpooled,,Nigeria,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Autosave,AutoSave is a platform offering pension cards for non-government employees. Users holding these NPS cards can avail tax benefits. It allows individuals to deposit money in their account and avail benefits for saving funds through pension schemes.,autosave.in,,,#N/A,,Pension cards for non-government employees,,,Unfunded,,India,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,CashBox,CashBox provides a digital saving platform for individuals. It enables users to link bank card for automated savings. Users can set the amount and the time period for regular saving. It offers an app for Android platforms.,cashboxng.com,,,#N/A,,Digital saving platform,,,Unfunded,,Nigeria,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Endowus,"Endowus provides a goal-based investment platform for individuals. It enables users to invest CPF, SRS, and cash savings. It helps in financial planning and portfolio management based on the set goals.",endowus.com,,,#N/A,,Goal-based investment platform,,,Unfunded,,Singapore,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Peak Money,"Peak Money is a savings management app. Users can create a savings goal and set the savings amount & duration. Allows the users to visualize their progress, across each of the goals.",peakmoney.com,,,#N/A,,Savings management app,,,Unfunded,,USA,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,SAGE,"SAGE is an automatic savings platform where users can link their savings account and it analyses income &amp; spending behavior. It uses a neural network algorithm to forecast savings and saves certain amounts automatically. Users can check or withdraw balances with the help of an SMS at the free of cost. It partnered with bank to open savings account for users who do not have one. Partner bank offers interest for the amount saved, SAGE takes a fraction and passes on the remaining interest to Customers.",getsage.com.au,,,#N/A,,Automatic saving platform,,,Unfunded,,Australia,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,SuperKopika,"SuperKopika is a savings platform offering a range of savings products to its customers.  Offers 3 products: weekly contribution and receipt of money back with accrued interest at the end of the term; lumpsum contribution and lumpsum receipt at the end of the terms; and lumpsum contribution, and receipt of weekly payouts. Integrated with leading payment service providers.",superkopilka.com,,,#N/A,,Goal based savings platform,,,Unfunded,,,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Origin Banc,"Origin Banc is a savings management platform for groups. Users can create savings groups on the platform and add members to the group. Each person in the savings group contributes a monthly amount, which is allocated each month to one of the participants.",originbanc.info,,,#N/A,,Savings management platform for groups,,,Unfunded,,Spain,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Pod,Pod is a goal-based micro savings app. Users can create a wishlist and save towards a particular merchant. They can automate their savings by linking your debit card to Pod. The app rewards users with cash bonuses and discounts once they achieve their savings goals. The app is available for Android app.,usepod.app,,,#N/A,,Goal-based micro savings app,,,Unfunded,,Malaysia,2018,,,,,,,,,,,,,,,#N/A,,
,FALSE,Yuntas,Yuntas is a savings management platform. Offers a chatbot that helps users to set a savings goal. Users can invite friends so they can participate and raise money for a common cause.,yuntas.pe,,,#N/A,,Savings management platform,,,Unfunded,,Peru,2017,,,,,,,,,,,,,,,#N/A,,
,FALSE,Gimme5,"Gimme5 is a savings management platform. Users can set savings goal on the platform and can choose automatic or manual savings mode. They can choose their speed between Short Term, Dynamic or Aggressive profiles. They can start saving from € 5. Allows users to activate five savings goal at the same time. At the end of each month, the saved amount is invested in the chosen fund.",g5euro.it,,,#N/A,,Savings management platform,,,Unfunded,,Italy,2010,,,,,,,,,,,,,,,#N/A,,
,FALSE,savemo,,savemo.app,,,#N/A,,Savings and investment management platform,,,Unfunded,,,2019,,,,,,,,,,,,,,,#N/A,,
,FALSE,Moneyou,"MoneYou provides an online saving account for individuals. It offers Direct saving which offers full interest from day one, Flex saving which offers basic interest rate and loyalty premium, and Plus saving for long term saving and loyalty premium. Also offers Moneyou Save App for savings management.",moneyou.nl,,,#N/A,,Saving account for individuals,,,Unfunded,,Netherlands,2001,,,,,,,,,,,,,,,#N/A,,
,FALSE,Piggo,"Piggo is an automated savings tool. It allows users to set their goals, and it provides suggestions based on the inputs. The users can select the frequency, amount of savings, or can automate the process based on Piggo's recommendation. Piggo invests the savings amount in GBMCRE and Mexican Growth Fund (equities). The users need to verify their bank accounts to start savings or withdrawal. It is a product of GBM, Grupo Mexicano Securities.",piggo.mx,,,#N/A,,Direct savigns and micro-investment tool,,,Unfunded,,Mexico,2013,,,,,,,,,,,,,,,#N/A,,
,FALSE,Cinch Financial,"Cinch Financial is a personal advisor for financial products and services like mortgage, bank account, home or auto insurance and credit cards. It claims to offer unbiased recommendations and secure storage of information.",cinchfinancial.com,,,#N/A,,Recommendation platform for financial products,,,Unfunded,,USA,2012,,,,,,,,,,,,,,,#N/A,,
,TRUE,Shift Savings,"Shift Savings Inc. is an employer enabled savings platform for employees. Users have to link their bank account to the platform. It automatically rounds up transactions of the user to the nearest dollar and adds this money to shift savings account weekly. This round-up amount is matched by the employer. Users can set their financial goals and track their goal progress. The platform charges a monthly service fee per employee. The platform is currently in beta, mobile apps are not available for public download.",shiftsavings.com,,Working Class,Automated Savings,Spare Change Savings,Online platform for personal savings management,Nascent,,Acquired,,USA,2016,,,,,,,,,,,,,,,End Consumer,No,Financial
,FALSE,SaveAbhi,SaveAbhi is a micro savings app that helps users to achieve their financial goals. Users can set a percentage of the amount they want to save on each transaction. The app also features an expense tracking module. SaveAbhi is an AMFI registered Mutual fund distributor. App available on Playstore.,saveabhi.com,,,#N/A,,Micro savings app,,,Unfunded,,India,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Gathering,"Gathering is a savings platform built around the concept of ""pay yourself first."" It help user to determine how much they can comfortably save each month and how their choices impact future. It help them choose the savings goals that they care about. After each paycheck, it automatically move user's savings into their SIPC-insured Gathering account and distribute the money among the chosen goals.It keeps them updated on their achievements, and notify them of the opportunities where they can save more money and reach their goals faster.",getgathering.com,,,#N/A,,Automated savings platform,,,Deadpooled,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Daily Change,Daily Change lets individuals set their savings goals and the time horizon. It then calculates and notifies user on how much they will need to save each day. To help user it also offers them rewards for streaks and hitting their goals. The service is free for first three months and post that charges $1 per month with no other fees or charges.,dailychangeapp.com,,,#N/A,,Goal-based savings application provider.,,,Deadpooled,,USA,2016,,,,,,,,,,,,,,,#N/A,,
,FALSE,stash-it,"Stash-it is a mobile app which allows users to set savings goals, and also helps them keep on track by sending regular reminders.",stash-it.co,,,#N/A,,App that rewards you for saving money to fund your lifestyle.,,,Deadpooled,,USA,2014,,,,,,,,,,,,,,,#N/A,,
,FALSE,Payz,Payz is a mobile application which lets its customers store details of all their credit cards and club/customer cards. The app automatically detects the location and prevailing offers to suggest which of the cards will be most profitable to pay from.,payz.co.il,,,#N/A,,Mobile app aggregating benefits and discounts of credit cards and club cards,,,Deadpooled,,Israel,2012,,,,,,,,,,,,,,,#N/A,,
,FALSE,Hip Money,"Hip Money analyzes users spending automatically and proposes a daily saving recommendation. It shows the future value of saving and gives the user an option to save that amount. The user has to swipe to save the amount suggested by the app. As of Jun, 2017 the company is operating in stealth mode.",hip.money,,,#N/A,,Daily savings tool for Users,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Elikya,"Elikya is a group savings platform built on the ROSCA model. Provides a mobile app based platform, which enables people to create their savings groups, decide amounts and frequency, payment rules and more. As of Oct'17, the platform is in stealth mode and yet to launch.",elikya.co,,,#N/A,,Group savings platform,,,Unfunded,,USA,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Nickle,"Nickle (Formerly Kitty10) is an app that gives people an easy, secure way to borrow and save money together. Simply choose who you'd like to create a kitty with, set an amount each person has to pay, how often the money should be distributed and for how long. It helps build trust between people that know each other who agree to save and borrow together; a form of combined peer-to-peer banking and peer-to-peer lending.",nickle.it,,,#N/A,,Online Savings App like a physical kitty,,,Unfunded,,United Kingdom,2015,,,,,,,,,,,,,,,#N/A,,
,FALSE,Mapan,"Mapan, a part of Ruma.co.id is an online retail platform where agents (Chairman Arisan Steady) of the company can rent products. Agents first have to sign up on the platform and enrol at least four people to become eligible for Arisan Mapan. The company publishes the name of winners for its members each week/ month automatically via SMS to the Chairman Arisan Steady. Agents have to deposit the sum and the product will be delivered directly to the member address. The company claims to source all its products directly from the manufacturers. As of July 2016, the area covered by the company includes Bali and Java.",mapan.id,,,#N/A,,Online retail platform to buy household products,,,Acquired,,Indonesia,2009,,,,,,,,,,,,,,,#N/A,,
